0 0.522
2000 0.5475000000000001
4000 0.5155
6000 0.5215
8000 0.523
10000 0.532
12000 0.5330000000000001
14000 0.5024999999999998
16000 0.5210000000000001
18000 0.5185000000000001
20000 0.5400000000000001
22000 0.5170000000000001
24000 0.5305
26000 0.5075000000000001
28000 0.5469999999999999
30000 0.547
32000 0.5549999999999999
34000 0.5165
36000 0.5345
38000 0.5135000000000001
40000 0.5399999999999999
42000 0.5315
44000 0.5155000000000001
46000 0.5334999999999999
48000 0.5559999999999998
50000 0.5285000000000001
52000 0.5165000000000001
54000 0.528
56000 0.5229999999999999
58000 0.5444999999999999
60000 0.5255000000000001
62000 0.5269999999999999
64000 0.5135
66000 0.527
68000 0.547
70000 0.5419999999999999
72000 0.5175000000000001
74000 0.5205
76000 0.5295000000000001
78000 0.5245000000000001
80000 0.5415000000000001
82000 0.5650000000000001
84000 0.509
86000 0.529
88000 0.5325
90000 0.5419999999999998
92000 0.53
94000 0.5495
96000 0.5690000000000001
98000 0.5205
