0 0.42200000000000004
2000 0.44600000000000006
4000 0.4325
6000 0.44400000000000006
8000 0.4585000000000001
10000 0.4670000000000002
12000 0.42400000000000004
14000 0.47050000000000003
16000 0.4545
18000 0.43850000000000006
20000 0.43400000000000005
22000 0.4654999999999999
24000 0.45249999999999996
26000 0.4504999999999999
28000 0.4585
30000 0.4595000000000001
32000 0.44349999999999995
34000 0.442
36000 0.462
38000 0.45500000000000007
40000 0.4790000000000001
42000 0.441
44000 0.45099999999999996
46000 0.44349999999999995
48000 0.45499999999999996
50000 0.44899999999999995
52000 0.4410000000000001
54000 0.4495
56000 0.45150000000000007
58000 0.46349999999999997
60000 0.4664999999999999
62000 0.44750000000000006
64000 0.4499999999999999
66000 0.45249999999999996
68000 0.4575
70000 0.4495
72000 0.45499999999999996
74000 0.4465
76000 0.4325000000000001
78000 0.4259999999999999
80000 0.44099999999999995
82000 0.46699999999999997
84000 0.46050000000000013
86000 0.438
88000 0.46500000000000014
90000 0.43
92000 0.44749999999999995
94000 0.44749999999999995
96000 0.44250000000000006
98000 0.4505
