0 0.525
2000 0.57
4000 0.5795000000000001
6000 0.5655000000000001
8000 0.5675000000000001
10000 0.5719999999999998
12000 0.59
14000 0.5825000000000001
16000 0.5875000000000001
18000 0.581
20000 0.5675000000000001
22000 0.5565
24000 0.599
26000 0.5845
28000 0.584
30000 0.596
32000 0.5590000000000002
34000 0.5845
36000 0.5670000000000001
38000 0.5794999999999998
40000 0.58
42000 0.5905000000000001
44000 0.594
46000 0.5835000000000001
48000 0.5680000000000001
50000 0.5614999999999999
52000 0.5655000000000001
54000 0.5699999999999998
56000 0.5774999999999999
58000 0.5684999999999999
60000 0.5645
62000 0.5615
64000 0.5675
66000 0.5700000000000001
68000 0.5395
70000 0.5559999999999999
72000 0.5615
74000 0.5545
76000 0.5520000000000002
78000 0.559
80000 0.557
82000 0.5525000000000001
84000 0.542
86000 0.5525
88000 0.5635
90000 0.5730000000000001
92000 0.568
94000 0.5730000000000001
96000 0.571
98000 0.5660000000000001
